
name,price,pulish,commit
11招玩转网络安全——用,51.10,电子工业出版社官方旗舰店,0
机器学习-预测分析核心算法,55.20,涟水新华图书专营店,0
父与子的编程之旅-与小卡特一起学,55.20,泗阳新华书店图书专营店,0
Effective ,48.50,典则俊雅图书专营店,0
OpenCV 3计算机视觉:,40.20,智胜图书专营店,0
像计算机科学一样思考,39.20,智胜图书专营店,0
数据分析实战 [印尼]伊凡·伊德里斯(Ivan Idris),65.60,典则俊雅图书专营店,0
机器学习经典实例 (美)普拉提克·乔西(Prateek Joshi),47.30,典则俊雅图书专营店,0
 3学习笔记（上卷）,44.50,电子工业出版社官方旗舰店,0
语言程序设计,33.15,涟水新华图书专营店,0
程序设计 [美]戴维I.施耐德,64.10,典则俊雅图书专营店,0
算法教程 畅销书籍 计算机 正版,54.40,智胜图书专营店,0
 机器学习 [美] Michael Bowles   鲍尔斯,54.90,典则俊雅图书专营店,0
机器学习/ (美)塞巴斯蒂安·拉施卡(Sebastian Raschka,64.10,典则俊雅图书专营店,0
爬虫开发与项目实战 范传辉,64.10,典则俊雅图书专营店,0
基于ArcGIS的,54.40,智胜图书专营店,0
正版 ,45.00,恒久图书专营店,0
全新正版书籍 ,69.00,恒久图书专营店,0
正版L教孩子学编程 ,59.00,恒久图书专营店,1
正版 ,74.40,世纪书缘专营店,0
正版 从零开始学,58.80,世纪书缘专营店,0
极客项目编程,50.37,博库网旗舰店,1
毫无障碍学,41.76,博库网旗舰店,0
套装2册 流畅的,160.60,布克专营店,0
大战机器学习(数据科学家的第一个小目标)/数据科学家成长之路,52.40,淘乐思图书专营店,0
正版 编程超有趣 奇妙,69.00,恒久图书专营店,0
全新正版 ,39.80,恒久图书专营店,0
全新正版书籍 像计算机科学家一样思考,49.00,恒久图书专营店,0
正版 ,69.00,恒久图书专营店,0
正版 ,69.00,恒久图书专营店,1
包邮 从零开始学,62.60,弗洛拉图书专营店,0
自学,62.60,弗洛拉图书专营店,0
编程导论 *2版 掌握用计算思维解决问题的能力  基于,53.00,弗洛拉图书专营店,0
正版 ,53.00,弗洛拉图书专营店,0
包邮 跟老齐学,52.50,弗洛拉图书专营店,0
包邮 ,38.60,弗洛拉图书专营店,0
编程基础 计算机 网络 程序设计 其他 计算机与互联网  ,31.90,弗洛拉图书专营店,0
正版 ,61.80,弗洛拉图书专营店,0
正版 ,38.60,弗洛拉图书专营店,0
Flask Web开发 基于,45.80,书虫图书专营店,1
正版 ,55.10,弗洛拉图书专营店,1
正版 ,38.80,弗洛拉图书专营店,0
正版 数据结构 ,50.10,弗洛拉图书专营店,0
包邮 机器人,45.80,弗洛拉图书专营店,0
正版 ,40.00,弗洛拉图书专营店,0
包邮 Selenium自动化测试 基于 ,38.60,弗洛拉图书专营店,3
包邮 ,80.60,蓝墨水图书专营店,0
爬虫开发与项目实战 零基础学习爬虫技术 ,59.00,蓝墨水图书专营店,4
电子数据取证与,42.30,蓝墨水图书专营店,1
包邮 ,69.90,弗洛拉图书专营店,0
正版 达人迷 ,71.90,弗洛拉图书专营店,0
包邮 ,67.90,弗洛拉图书专营店,1
正版 ,77.60,弗洛拉图书专营店,0
正版 笨办法 学,71.70,弗洛拉图书专营店,0
正版 ,52.10,弗洛拉图书专营店,0
正版 深度实践OpenStack：基于,62.60,弗洛拉图书专营店,0
正版 ,56.50,弗洛拉图书专营店,0
包邮 ,29.90,弗洛拉图书专营店,0
金融大数据分析基础教程笨办法学,77.22,友杰图书专营店,0
数据分析入门(从数据获取到可视化),42.48,土星图书专营店,0
数据处理 畅销书籍 计算机 正版,77.20,智胜图书专营店,0
数据分析实战 [印尼]伊凡·伊德里斯(Ivan Idris),60.10,智胜图书专营店,0
正版 ,55.50,恒久图书专营店,0
趣味编程10例(STEAM &创客教育趣学指南)/达人迷,69.42,博库网旗舰店,0
正版 ,49.00,恒久图书专营店,0
正版L,49.00,恒久图书专营店,0
正版 玩转,69.00,恒久图书专营店,0
数据可视化 畅销书籍 计算机 正版,55.80,智胜图书专营店,0
精通,46.80,智胜图书专营店,0
语言及其应用(高等职业教育大数据技术与应用系列规划教材),29.64,土星图书专营店,0
程序设计(第3版),53.82,淘乐思图书专营店,0
正版 机器人,59.00,恒久图书专营店,3
正版 ,69.00,恒久图书专营店,0
正版 11招玩转网络安全 用,69.00,恒久图书专营店,0
全新正版书籍 ,89.00,恒久图书专营店,0
正版 ,38.60,布克专营店,0
正版 ,62.60,布克专营店,0
包邮 ,57.50,布克专营店,2
正版 ,58.80,世纪书缘专营店,0
正版 ,82.20,世纪书缘专营店,0
正版 ,65.80,世纪书缘专营店,0
神经网络编程  人工智能深度学习机器学习领域又一重磅力作  编程语言与程序设计书籍,45.00,聚五缘图书音像旗舰店,0
与有限元--基于,43.81,土星图书专营店,0
语言及其应用(高等职业教育大数据技术与应用系列规划教材),29.64,淘乐思图书专营店,0
网络爬虫实战(第2版),52.93,博库网旗舰店,0
物理学高效计算,77.22,博库网旗舰店,0
用,24.50,友杰图书专营店,0
我的,38.00,华心图书专营店,0
编程导论 第2版,49.30,华心图书专营店,0
Flask Web开发 基于,49.30,华心图书专营店,0
物理建模初学者指南 数据处理入门到实践 数据可视化编程,44.10,华心图书专营店,0
量化投资：以,81.11,人天图书专营店,0
带我起飞——入门、进阶、商业实战,57.70,人天图书专营店,0
数据分析入门——从数据获取到可视化,44.80,人天图书专营店,0
父与子的编程之旅：与小卡特一起学,55.20,友杰图书专营店,0
数据科学指南,49.77,友杰图书专营店,0
零基础入门学习,41.10,土星图书专营店,0
自然语言处理 编程语言程序设计书,63.60,华心图书专营店,0
自学,59.00,华心图书专营店,0
带我起飞 入门、进阶、商业实战,59.00,华心图书专营店,0
精通,51.60,华心图书专营店,0
正版 ,76.50,弗洛拉图书专营店,0
包邮 ,58.80,弗洛拉图书专营店,0
神经网络编程 入门教程书籍  网络编程 神经网络 入门图书 人工智能,53.00,弗洛拉图书专营店,0
包邮 ,50.90,弗洛拉图书专营店,3
正版 ,45.80,弗洛拉图书专营店,0
 程序设计基础实战教程 大数据 函数的定义与调用 由浅入深 系统实战 通俗易,35.70,弗洛拉图书专营店,0
数据处理 全面掌握用,62.37,友杰图书专营店,0
程序员面试算法宝典 张波 楚秦 等编著/机械工业出版社/9787111607,58.50,广通建筑科技图书专营店,0
跟老齐学,51.60,华心图书专营店,0
语言程序设计 ,59.00,华心图书专营店,0
 3程序开发指南（第2版 修订版)从入门到实践教程书,49.30,华心图书专营店,4
零基础学,49.30,华心图书专营店,0
测试之道,42.70,华心图书专营店,0
编程入门(第3版),27.90,华心图书专营店,0
数据结构 ,59.20,人天图书专营店,0
正版 利用,81.20,世纪书缘专营店,0
正版 学习编程第*步 零基础上手,67.20,世纪书缘专营店,0
零起点,39.53,土星图书专营店,0
自学,61.62,博库网旗舰店,0
设计模式(第2版),28.47,博库网旗舰店,1
全新正版书籍 ,89.00,恒久图书专营店,0
正版 ,82.20,世纪书缘专营店,0
正版 ,82.20,世纪书缘专营店,0
正版 基于,59.40,世纪书缘专营店,0
正版 ,167.90,布克专营店,0
核心编程(第3版)&,154.20,木垛图书旗舰店,0
数据分析从入门到精通,49.68,博库网旗舰店,0
3学习笔记(上卷),64.08,博库网旗舰店,0
程序设计基础实战教程(清华科技大讲堂),35.55,博库网旗舰店,0
Selenium自动化测试--基于,35.28,博库网旗舰店,0
正版 ,177.70,布克专营店,0
正版 ,76.50,布克专营店,0
包邮 零起点,73.50,布克专营店,1
游戏编程快速上手 第4版 计算机网络 程序设计制作流程书 游戏编程入门,67.62,书虫图书专营店,0
自然语言处理实战 核心技术与算法 计算机算法 表达式在NLP的基本应用,55.10,书虫图书专营店,0
物理建模初学者指南  ,45.80,书虫图书专营店,0
【全2册】零基础入门学习,98.70,恒久图书专营店,0
2018 正版教材 ,59.70,恒久图书专营店,0
与机器学习实战,51.60,华心图书专营店,0
趣学,32.50,华心图书专营店,0
全栈开发实践入门,51.10,人天图书专营店,0
利用,66.00,恒久图书专营店,4
语言程序设计基础 第 二版  教育部大学计算机课程改革项目规划教材 教,33.30,书虫图书专营店,20+
跟老齐学,67.62,书虫图书专营店,0
网络编程 第三版,77.42,书虫图书专营店,0
带我起飞:入门、进阶、商业实战 计算机 网络 程序设计 ,59.80,书虫图书专营店,0
计算机视觉编程;计算机类-软件开发(Jan Eri,53.82,友杰图书专营店,0
机器学习 预测分析核心算法 预测算法数据分析,53.82,友杰图书专营店,0
PySpark实战指南(利用,38.22,土星图书专营店,0
项目开发实战 第2版 Web前端开发教程书籍 ,56.40,华心图书专营店,0
网络编程 第3版,56.40,华心图书专营店,0
文本分析,59.00,华心图书专营店,0
趣学,50.70,人天图书专营店,3
基于,49.60,人天图书专营店,0
青少年学,58.20,书虫图书专营店,0
程序员学,66.50,书虫图书专营店,0
 3.6零基础入门与实战 零压力学,45.80,书虫图书专营店,0
编程超有趣 奇妙,49.80,书虫图书专营店,0
高编程 计算机 网络 程序设计 其他 编程语言与程序设计 动态编程语言 理解,48.80,书虫图书专营店,0
正版 ,152.30,布克专营店,0
正版 ,69.20,布克专营店,0
正版 程序员学,67.50,布克专营店,0
正版 ,61.80,布克专营店,0
正版 ,57.50,布克专营店,0
正版 ,41.00,布克专营店,0
包邮 ,53.00,布克专营店,0
包邮 ,59.80,兰兴达图书专营店,1
金融数据分析/数据科学与工程技术丛书,53.82,博库网旗舰店,0
编程超有趣(奇妙,53.82,博库网旗舰店,0
包邮 零基础入门学习,174.70,布克专营店,0
正版 ,62.60,布克专营店,0
包邮 ,53.00,布克专营店,0
正版 ,45.80,布克专营店,0
程序设计与算法基础教程（21世纪高等学校计算机专业实用规划教材）,57.82,书虫图书专营店,0
图灵程序设计丛书 父与子的编程之旅 与小卡特一起学,53.00,书虫图书专营店,0
零基础学编程 树莓派和,38.60,书虫图书专营店,0
人民邮电：,83.00,新世纪图书专营店,0
全新正版书籍 数据结构 ,69.00,恒久图书专营店,0
科学计算基础教程 ,48.02,书虫图书专营店,0
包邮  营销数据科学：用R和,63.50,兰兴达图书专营店,1
正版 ,167.90,书虫图书专营店,0
程序设计入门到实战 9787302455967,45.50,翠秀文化图书专营店,0
程序员学,69.42,博库网旗舰店,0
机器人,42.48,博库网旗舰店,0
数据分析入门(从数据获取到可视化),42.48,博库网旗舰店,0
程序设计(企业级卓越人才培养解决方案十三五规划教材),35.77,博库网旗舰店,0
开发向导/云计算工程师系列,35.04,博库网旗舰店,0
基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电,74.70,布克专营店,5
深入浅出,52.40,朝远文化图书专营店,0
基础教程-(第2版)-普通高等软件工程十三五,42.58,王府井书店旗舰店,0
包邮 深入浅出数据科学+,175.00,蓝墨水图书专营店,0
 3程序开发指南(第2版)(修订版),55.20,东海新华图书专营店,0
【全3册】父与子的编程之旅+教孩子学编程+趣学,177.70,恒久图书专营店,0
程序设计第2版二版董付国 ,38.20,育安图书专营店,3
包邮 ,135.80,布克专营店,0
包邮 流畅的,110.50,布克专营店,0
正版 ,77.60,布克专营店,0
正版 自动化平台测试开发：,54.40,布克专营店,0
包邮 ,53.00,布克专营店,0
父与子的编程之旅-与小卡特一起学,55.20,东海新华图书专营店,0
趣学,36.00,东海新华图书专营店,0
基础实例教程(微课版),37.35,凤凰新华书店旗舰店,0
趣味编程10例(STEAM &创客教育趣学指南)/达人迷,69.42,土星图书专营店,0
【全3册】,257.90,世纪书缘专营店,0
机器人,38.90,翠秀文化图书专营店,0
学习手册：第4版(涵盖,77.40,翠秀文化图书专营店,0
【全3册】父与子的编程之旅+教孩子学编程+趣学,149.00,世纪书缘专营店,0
正版 Head First ,101.00,世纪书缘专营店,0
正版 利用,97.80,世纪书缘专营店,0
程序设计 9787111526278,52.10,翠秀文化图书专营店,0
包邮 深入浅出数据科学+,129.00,蓝墨水图书专营店,0
从零开始学,131.00,蓝墨水图书专营店,2
包邮 Flask Web开发 基于,131.80,蓝墨水图书专营店,0
包邮Flask Web开发基于,125.80,蓝墨水图书专营店,0
包邮,111.60,蓝墨水图书专营店,0
包邮 ,110.60,蓝墨水图书专营店,0
程序员学,118.50,蓝墨水图书专营店,0
【全2册】零基础入门学习,96.70,世纪书缘专营店,0
贝叶斯思维-统计建模的,39.20,东海新华图书专营店,0
学习从入门到实践,38.88,东海新华图书专营店,0
基础教程(第3版)/图灵程序设计丛书,76.23,淘乐思图书专营店,0
正版 ,46.40,世纪书缘专营店,0
数据结构 ,60.70,蔚蓝书店,0
编程(从入门到实践)/图灵程序设计丛书,73.00,土星图书专营店,0
核心编程(第二版)(,84.55,碧海箫音图书专营店,0
算法图解+数据结构 ,87.40,书虫图书专营店,0
O'Reilly：,83.00,博思远图书专营店,0
程序员面试算法宝典 张波 楚秦 等编著/机械工业出版社/9787111607,58.50,广通行业标准旗舰店,0
父与子的编程之旅-与小卡特一起学,53.10,启东新华书店图书专营店,0
+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,81.18,碧海箫音图书专营店,0
零起点,74.30,左右视界图书专营店,0
笨办法学,38.40,云聚算图书专营店,1
爬虫开发从入门到实战(微课版),37.35,凤凰新华书店旗舰店,0
爬虫开发 从入门到实战 微课版 微课版,49.80,云聚算图书专营店,0
数据处理,79.20,涟水新华图书专营店,0
核心编程(第3版),79.20,东海新华图书专营店,0
程序设计案例课堂,55.89,东海新华图书专营店,0
数据科学实战手册(R+,47.20,东海新华图书专营店,0
核心编程(第3版)&,154.20,淘乐思图书专营店,0
核心编程(第3版)&,137.24,博库网旗舰店,0
正版 青少年学,60.20,布克专营店,0
神经网络编程 入门教程书籍  网络编程 神经网络 入门图书 机器学习人工智能 y,53.00,布克专营店,0
包邮 ,52.00,布克专营店,0
包邮 ,45.80,布克专营店,0
正版 趣学,45.80,布克专营店,0
高编程 计算机 网络 程序设计 其他 编程语言与程序设计 动态编程语言 理解,39.20,布克专营店,0
正版 ,36.70,布克专营店,0
零起点,51.30,蔚蓝书店,0
区域包邮 灰帽黑客(第4版)+,101.00,兰兴达图书专营店,6
精通,193.00,兰兴达图书专营店,20+
包邮 Tensorflow：实战Google深度学习框架+,97.00,兰兴达图书专营店,7
+Spark 2.0+Hadoop机器学习与大数据实战+生态系统操作与实战指南,168.00,兰兴达图书专营店,0
包邮 ,140.00,兰兴达图书专营店,0
包邮 ,120.00,兰兴达图书专营店,0
包邮  3本 ,198.50,兰兴达图书专营店,0
包邮 精通,119.00,兰兴达图书专营店,1
包邮  零起点,96.00,兰兴达图书专营店,0
包邮 ,97.00,兰兴达图书专营店,0
包邮 机器人制作实践指南+机器人系统设计与制作:,97.00,兰兴达图书专营店,4
包邮 Micro,79.00,兰兴达图书专营店,0
【单品】,67.60,蔚蓝书店,0
包邮 数据天才：数据科学家修炼之道+,115.00,蓝墨水图书专营店,0
用,36.00,墨马图书旗舰店,0
Tensorflow：实战Google深度学习框架+,110.00,蓝墨水图书专营店,1
【包邮】,110.80,蓝墨水图书专营店,0
正版 ,177.70,弗洛拉图书专营店,0
包邮 ,161.00,兰兴达图书专营店,2
教孩子学编程 ,132.80,兰兴达图书专营店,30+
包邮 Julia数据科学应用+,118.00,兰兴达图书专营店,0
包邮 跟老齐学,104.00,兰兴达图书专营店,0
包邮 ,96.00,兰兴达图书专营店,6
包邮,90.00,兰兴达图书专营店,1
数据科学手册,76.30,兰兴达图书专营店,3
3网络爬虫开发实战,76.23,淘乐思图书专营店,0
正版 ,79.20,中国法律图书旗舰店,0
高性能(第2版)/图灵程序设计丛书,46.02,土星图书专营店,0
共5本 ,239.80,蓝墨水图书专营店,20+
包邮 从,117.00,兰兴达图书专营店,1
包邮数据科学家养成手册+,112.00,兰兴达图书专营店,0
包邮Metasploit渗透测试指南（修订版）+,101.00,兰兴达图书专营店,0
程序设计基础教程 慕课版 大学教材,39.80,云聚算图书专营店,0
流畅的,109.81,淘乐思图书专营店,0
流畅的,101.47,土星图书专营店,0
编程 Mark Lutz,162.40,智胜图书专营店,0
神经网络编程 深度学习 人工智能系统 机器学习入门教程书籍 deep learning,69.00,鼎甲图书专营店,0
包邮 流畅的,95.80,兰兴达图书专营店,100+
包邮 ,214.50,兰兴达图书专营店,0
包邮实用机器学习+深入浅出深度学习+,202.00,兰兴达图书专营店,1
包邮,160.00,兰兴达图书专营店,0
包邮 现货包邮 ,156.00,兰兴达图书专营店,0
包邮   原理剖析与,152.80,兰兴达图书专营店,0
包邮 ,147.00,兰兴达图书专营店,0
编程基础 计算机 网络 程序设计 其他 计算机与互联网  Pyth,31.90,布克专营店,0
正版 ,31.50,布克专营店,0
包邮 ,66.60,蓝墨水图书专营店,10+
包邮 机器学习系统设计 ,46.80,兰兴达图书专营店,0
程序设计案例课堂,49.80,兰兴达图书专营店,1
程序设计教程,27.90,兰兴达图书专营店,0
设计模式(第2版),28.47,木垛图书旗舰店,0
零起点,39.53,木垛图书旗舰店,0
包邮  深入浅出深度学习 原理剖析与,116.00,兰兴达图书专营店,1
包邮 实用机器学习+深入浅出深度学习 原理剖析与,116.00,兰兴达图书专营店,0
包邮   ,110.90,兰兴达图书专营店,0
包邮 ,73.80,兰兴达图书专营店,10+
包邮  ,53.30,兰兴达图书专营店,70+
包邮用,183.80,蓝墨水图书专营店,0
大战机器学习 数据科学家的第*个小目标 ,54.50,墨马图书旗舰店,1
大战机器学习+及实践书+TensorFlow实战+实战Google深度学习框架,205.00,蓝墨水图书专营店,9
包邮Flask Web开发基于,196.80,蓝墨水图书专营店,0
包邮解析,193.80,蓝墨水图书专营店,0
深度学习入门 基于,133.50,蓝墨水图书专营店,4
包邮 ,159.50,蓝墨水图书专营店,0
包邮编程超有趣 奇妙,146.80,蓝墨水图书专营店,0
包邮 ,131.80,蓝墨水图书专营店,4
零基础学编程 树莓派和,39.20,墨马图书旗舰店,0
从入门到精通  ,79.80,墨马图书旗舰店,0
编程与问题求解 ,47.80,墨马图书旗舰店,0
 3.5从零开始学 自学零基础入门程序员核心编程工程师语言教程技术员设计从入,46.00,墨马图书旗舰店,1
2本 ,134.30,华心图书专营店,0
2本  ,141.50,华心图书专营店,0
数据分析与数据化运营/数据分析与决策技术丛书,77.22,土星图书专营店,0
Maya ,64.80,土星图书专营店,0
包邮物联网,138.00,蓝墨水图书专营店,20+
全栈开发实践入门 计算机与互联网 书籍,55.20,蔚蓝书店,0
正版包邮 ,199.00,蓝墨水图书专营店,0
自然语言处理+,169.80,蓝墨水图书专营店,0
包邮 深度学习+深入浅出深度学习:原理剖析与,182.00,蓝墨水图书专营店,3
包邮 深度学习、优化与识别+深入浅出深度学习：原理剖析与,155.00,蓝墨水图书专营店,0
包邮 从芯片到云端：,88.80,兰兴达图书专营店,0
包邮解析,275.80,蓝墨水图书专营店,0
包邮,103.80,蓝墨水图书专营店,0
【包邮】,245.00,蓝墨水图书专营店,0
零一作品全5册 Power BI 电商数据分析实战+,219.00,蓝墨水图书专营店,0
机器人,41.30,蔚蓝书店,0
 并行编程手册 计算机与互联网 书籍,41.30,蔚蓝书店,0
Keras快速上手:基于,75.05,碧海箫音图书专营店,0
Keras快速上手：基于,52.10,翠秀文化图书专营店,0
编程(从入门到实践)/图灵程序设计丛书,73.00,淘乐思图书专营店,0
包邮 Web测试囧事+Web接口开发与自动化测试:基于,89.00,兰兴达图书专营店,2
核心编程(第3版)&,137.24,土星图书专营店,0
正版【全2册】中学生可以这样学,74.80,世纪书缘专营店,0
预售 ,79.80,墨马图书旗舰店,0
深入浅出,61.40,清华大学出版社,10万+
参考手册+数据抓取技术与实战+开发实战+,257.60,蓝墨水图书专营店,3
深度学习+机器学习实战 基于Scikit-Learn和TensorFlow框架教程书,175.00,蓝墨水图书专营店,0
跟老齐学,59.20,墨马图书旗舰店,0
包邮 ,103.50,蓝墨水图书专营店,6
从零开始学,161.80,蓝墨水图书专营店,0
包邮 玩转,162.80,蓝墨水图书专营店,0
数据爬取技术与实战手册 ,42.60,蓝墨水图书专营店,0
区域包邮,99.00,蓝墨水图书专营店,2
大战机器学习+TensorFlow实战+机器学习算法+机器学习及实战,199.00,蓝墨水图书专营店,8
【正版包邮】精通数据科学 从线性回归到深度学习+,133.50,蓝墨水图书专营店,0
【正版包邮】,148.00,蓝墨水图书专营店,1
【包邮】,133.50,蓝墨水图书专营店,0
图解服务器端网络架构 编程 计算机书籍 ,58.40,墨马图书旗舰店,0
正版 玩转Django 2.0 ,53.00,弗洛拉图书专营店,0
编程导论 第2版 计算机编程入门 MOOC教材,48.80,墨马图书旗舰店,0
贝叶斯思维 统计建模的,36.20,墨马图书旗舰店,1
包邮 深度学习、优化与识别+Keras快速上手：基于,152.00,蓝墨水图书专营店,0
 3网络爬虫开发实战 项目开发教程书籍 分布式视频爬虫录音爬虫编写 数据爬取技术,74.20,墨马图书旗舰店,9
精通,123.00,蓝墨水图书专营店,30+
【包邮】 ,110.80,蓝墨水图书专营店,0
包邮,109.60,蓝墨水图书专营店,0
网络爬虫全解析——技术、原理与实践+精通,109.00,蓝墨水图书专营店,1
程序设计  计算机科学系列丛书  程序设计 编程书 计算机 程序设计教材 py,61.60,墨马图书旗舰店,0
图解数据结构 使用,61.00,墨马图书旗舰店,0
2本 ,141.40,华心图书专营店,0
2本 Scratch少儿游戏趣味编程+青少年学,105.60,华心图书专营店,0
自动化运维：技术与最佳实践,53.10,博惟图书专营店,0
包邮 ,118.50,义博图书专营店,0
包邮,110.90,义博图书专营店,0
基础教程第3版+数据结构 ,176.70,书虫图书专营店,0
邮 预测分析 ,102.80,义博图书专营店,0
包邮 ,137.00,蓝墨水图书专营店,8
虫术 ,118.50,蓝墨水图书专营店,1
包邮Flask Web开发基于,129.80,蓝墨水图书专营店,0
包邮 ,118.00,蓝墨水图书专营店,0
包邮数据科学家养成手册+,112.00,蓝墨水图书专营店,0
与机器学习实战+深入浅出深度学习 原理剖析与,109.50,蓝墨水图书专营店,9
 Cookbook 第三版 中文版 第3版 David Beazley著 零基,79.90,墨马图书旗舰店,7
零起点,77.00,墨马图书旗舰店,0
包邮树莓派机器人实战秘笈 第3版+树莓派开发实战+树莓派+传感器+,189.80,蓝墨水图书专营店,0
【包邮】笨办法学,155.60,蓝墨水图书专营店,0
从入门到项目实践 全彩版 明日科技 自学,54.80,墨马图书旗舰店,0
包邮数据科学家养成手册+,164.00,蓝墨水图书专营店,0
包邮,109.80,蓝墨水图书专营店,0
正版包邮,108.00,蓝墨水图书专营店,0
包邮  ,109.50,蓝墨水图书专营店,0
虫术 ,79.20,墨马图书旗舰店,0
OpenCV 3计算机视觉 ,98.00,兰兴达图书专营店,10+
包邮  ,112.00,兰兴达图书专营店,0
包邮 ,118.00,兰兴达图书专营店,0
包邮  实用机器学习+,93.50,兰兴达图书专营店,0
5本,225.00,蓝墨水图书专营店,2
树莓派就这么玩 配视频教程 树莓派实战指南 树莓派,42.00,墨马图书旗舰店,0
爬虫开发与项目实战+,137.50,蓝墨水图书专营店,40+
包邮,155.80,蓝墨水图书专营店,0
包邮用,147.80,蓝墨水图书专营店,0
包邮2册 ,147.00,蓝墨水图书专营店,0
套装2册 流畅的,160.60,弗洛拉图书专营店,0
【正版包邮】,126.80,蓝墨水图书专营店,0
包邮从芯片到云端:,139.80,蓝墨水图书专营店,8
包邮,108.00,蓝墨水图书专营店,0
 3.6零基础入门与实战 网络爬虫开发教程书籍 Scrapy数据分析处理方法gerapy,44.20,墨马图书旗舰店,0
 程序设计入门到实战 ,53.10,墨马图书旗舰店,0
正版 精通,150.90,弗洛拉图书专营店,0
包邮  实用机器学习+,93.50,义博图书专营店,0
Selenium WebDriver3.0 自动化测试框架实战指南 ,49.50,义博图书专营店,10+
正版 ,152.30,弗洛拉图书专营店,0
自然语言处理 ,65.80,墨马图书旗舰店,2
面向ArcGIS的,36.20,墨马图书旗舰店,1
利用,107.10,广通建筑科技图书专营店,0
2本 ,105.70,华心图书专营店,0
2本 用,77.10,华心图书专营店,0
高性能编程+流畅的,152.00,旷氏文豪图书专营店,10+
区域包邮 ,72.00,义博图书专营店,0
【正版包邮】,178.00,蓝墨水图书专营店,7
包邮 虫术 ,198.80,蓝墨水图书专营店,0
包邮 预测分析 ,102.80,蓝墨水图书专营店,4
【包邮】笨办法学,109.80,蓝墨水图书专营店,0
图解数据结构--使用,118.50,蓝墨水图书专营店,0
包邮 深入浅出深度学习：原理剖析与,118.00,蓝墨水图书专营店,0
教孩子学编程,86.00,墨马图书旗舰店,0
 3.7从零开始学 计算机 互联网 程序设计 编程语言 ,61.60,墨马图书旗舰店,0
网络爬虫实战（第2版) ,61.60,墨马图书旗舰店,0
机器学习 学习实战 ,62.40,墨马图书旗舰店,1
可以这样学 零基础学习,53.80,墨马图书旗舰店,0
网络编程(第3版)/图灵程序设计丛书,64.80,土星图书专营店,0
参考手册 第4版 修订版+,143.50,蓝墨水图书专营店,1
包邮精通Scrapy网络爬虫+,146.80,蓝墨水图书专营店,0
包邮,120.00,蓝墨水图书专营店,4
预测分析建模(,64.80,土星图书专营店,0
自学,61.62,土星图书专营店,0
2本 ,105.70,华心图书专营店,0
流畅的,99.30,华心图书专营店,0
零起点,74.00,华心图书专营店,0
包邮  零起点,96.00,义博图书专营店,0
包邮,141.80,蓝墨水图书专营店,10+
包邮解析,127.60,蓝墨水图书专营店,0
包邮 ,110.90,蓝墨水图书专营店,10+
包邮 深度学习原理与TensorFlow实践+,110.00,蓝墨水图书专营店,1
 Qt GUI快速编程:PyQt编程指南 计算机网络 ,61.00,墨马图书旗舰店,0
网络数据采集 ,43.60,墨马图书旗舰店,2
正版 ,145.50,弗洛拉图书专营店,0
包邮跟老齐学,132.80,蓝墨水图书专营店,0
玩转,125.80,蓝墨水图书专营店,0
包邮编程超有趣 奇妙,109.80,蓝墨水图书专营店,0
教孩子学编程 ,132.80,蓝墨水图书专营店,1
包邮R语言计量金融分析与应用+,131.80,蓝墨水图书专营店,0
包邮 机器学习 从公理到算法+深入浅出深度学习 原理剖析与,119.00,蓝墨水图书专营店,1
包邮 ,107.70,蓝墨水图书专营店,5
+Spark 2.0+Hadoop机器学习与大数据实战 大数据技术教程书籍,72.80,墨马图书旗舰店,3
包邮,118.00,蓝墨水图书专营店,4
程序设计第#课 赵军,35.00,墨马图书旗舰店,0
数据科学指南,64.80,土星图书专营店,0
数据分析(影印版第2版)(英文版),62.42,土星图书专营店,0
数据科学导论(概念技术与应用),46.02,土星图书专营店,0
2本 深度学习入门 基于,87.50,华心图书专营店,0
数据科学：技术详解与商业实践,74.00,华心图书专营店,0
区域包邮 利用,111.00,义博图书专营店,10+
阻击黑客：技术、策略与案例+,118.00,义博图书专营店,0
包邮  ,96.00,义博图书专营店,0
包邮精通,80.90,义博图书专营店,0
实用机器学习+,89.60,义博图书专营店,0
与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,49.90,义博图书专营店,1
 Linux系统管理与自动化运维 ,87.22,书虫图书专营店,0
正版 ,132.50,弗洛拉图书专营店,0
图解算法 使用,49.00,墨马图书旗舰店,0
数据挖掘入门与实践/图灵程序设计丛书,48.40,土星图书专营店,0
数据科学导论(,46.02,土星图书专营店,0
包邮达人迷 Raspberry Pi趣味编程13例 ,66.60,义博图书专营店,0
2本 Scratch少儿趣味编程 ,98.60,华心图书专营店,0
2本 精通,77.10,华心图书专营店,0
玩转Django 2.0 ,69.00,墨马图书旗舰店,0
跟老齐学,46.00,墨马图书旗舰店,0
机器学习 预测分析核心算法 ,51.00,墨马图书旗舰店,6
高性能编程 ,55.30,墨马图书旗舰店,0
程序设计 第3版 计算机 网络 程序设计编程 ,51.00,墨马图书旗舰店,0
物理学高效计算,77.22,土星图书专营店,0
数据处理+,129.90,义博图书专营店,0
包邮,111.80,义博图书专营店,0
基于ArcGIS的,87.30,义博图书专营店,10+
