
name,price,pulish,commit
数据结构——,57.20,文轩网教育考试专营店,0
机器学习系统设计：,48.70,机械工业出版社,2.1万+
核心编程（第3版）+利用,197.50,蓝墨水图书专营店,4
高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,48.00,北苑春风图书专营店,0
正版 ,34.50,荣丰通达图书专营店,0
教孩子学编程 ,45.80,南源图书专营店,1
ABAQUS ,43.70,书海寻梦图书专营店,0
测试驱动开发（影印版 英文版）,72.30,,1200+
数据挖掘入门与实践 数据分析算法导论基础教程书,42.10,华心图书专营店,10+
流畅的,101.80,诺鼎言图书专营店,20+
现货,34.90,蓝墨水图书专营店,30+
精通,88.60,旷氏文豪图书专营店,8
scikit learn机器学习：常用算法原理及编程实战,41.00,机械工业出版社,1200+
数据分析基础 教材 专科教材 工学 编程语言 学习,42.00,北苑春风图书专营店,0
神经网络编程人工智能深度学习机器学习领域图书籍,49.80,义博图书专营店,0
测试之道 ,41.80,蓝墨水图书专营店,40+
跟老齐学,44.90,蓝墨水图书专营店,60+
项目开发实战  日本BePROUD股份有限公司 著;支鹏浩 译 编程语言正版书,暂无报价,荒漠甘霖图书专营店,0
算法图解 算法基础书 基于,33.00,经纶风图书专营店,40+
 3 基础教程 ,30.60,蓝墨水图书专营店,60+
程序设计导论：,107.90,机械工业出版社,100+
全栈开发实践入门 GitLab版控制 Web自动化测试 ,66.37,北京新脚步图书专营店,0
数据分析与应用 NumPy数值计算基础教程书籍 Matplotlib数据可视化,54.26,鑫舟启航图书专营店,4
高手之路(第3版),34.70,文轩网旗舰店,10+
程序设计基础 李东方 计算机 网络 ,26.00,五星同辉图书专营店,0
参考手册+数据抓取技术与实战+开发实战+,249.00,荣丰通达图书专营店,0
量化金融投资及其,37.20,书海寻梦图书专营店,0
机器学习设计：,69.80,品阅轩图书专营店,10+
编程基础 张良均 ,29.80,五星同辉图书专营店,2
【】自动化平台测试开发 ,95.80,荣丰通达图书专营店,0
并行编程参考手册（影印版）,53.60,,100+
HEAD FIRT ,101.10,文轩网教育考试专营店,0
编程实战,54.50,文轩网教育考试专营店,3
网络爬虫实战(第2版),53.70,文轩网教育考试专营店,0
机器人,46.00,文轩网教育考试专营店,0
自然语言处理实战核心技术与算法+技术入门与实战+NLP汉语自然语言处理原理与实践,169.60,荣丰通达图书专营店,0
毫无障碍学,44.10,文轩网教育考试专营店,0
Raspberry Pi:,29.60,文轩网教育考试专营店,1
设计模式(第2版),24.90,文轩网教育考试专营店,0
正版,75.74,思睿图书专营店,0
正版青少年学,52.80,华智书源图书专营店,0
程序设计开发宝典 董付国 9787302472100 清华大学出版社,55.20,闻知图书专营店,0
跟老齐学,54.50,闻知图书专营店,0
零压力学,61.60,闻知图书专营店,0
跟老齐学,47.60,品阅轩图书专营店,0
正版 ,64.80,恒久图书专营店,0
利用,83.00,慧雅丰荷图书专营店,0
数据科学手册,89.40,文轩网教育考试专营店,0
 教孩子学编程,42.00,华纳博文图书专营店,5
包邮 ,108.80,春雨图书专营店,4
 3.7从零开始学 全程视频教学 兄弟连教育组织编写书籍,54.60,蓝墨水图书专营店,1
基础实例教程 微课版 微课版,49.80,云聚算图书专营店,0
自动化平台测试开发 ,49.90,旷氏文豪图书专营店,0
数据分析(第2版),54.51,北方文艺出版社图书旗舰店,0
数据分析基础,73.90,文轩网教育考试专营店,4
包邮 ,86.90,荣丰通达图书专营店,2
程序设计开发宝典,44.80,文轩网旗舰店,6
OpenCV 3计算机视觉：,107.00,一键团图书专营店,40+
机器学习实战（,85.50,文轩网教育考试专营店,0
金融衍生品大数据分析,77.20,文轩网教育考试专营店,0
精通,55.20,文轩网教育考试专营店,0
零起点,46.00,文轩网教育考试专营店,3
机器学习 5个数据科学家案例解析,41.80,文轩网教育考试专营店,0
网络爬虫实例教程 视频讲解版,40.80,文轩网教育考试专营店,0
 3网络爬虫开发实战 网络爬虫关键技术 ,72.00,万品图书专营店,10+
数据科学：技术详解与商业实践 计算机与互联网 书籍|8049590,68.00,互动出版网图书专营店,30+
C++ Primer Plus(第6版)(中文版) 赠送视频学习课程 计算机语言程序从入门到精深书籍,66.00,凤凰新华书店旗舰店,100+
面向对象编程指南,49.80,文轩网旗舰店,10+
从零开始学,46.90,蓝墨水图书专营店,0
机器学习及实践,33.30,文轩网教育考试专营店,0
编程 从入门到实践 [美]埃里克·马瑟斯(Eric Matthes) 人民邮电,66.80,诺鼎言图书专营店,3
程序设计 戴维 9787111526278 机械工业出版社,59.30,闻知图书专营店,0
绝技：运用,62.40,闻知图书专营店,0
流畅的,176.58,欣雅轩图书专营店,0
核心编程(第2版) 丘恩 9787115178503 人民邮电出版社,69.40,闻知图书专营店,0
中学生可以这样学,28.00,旷氏文豪图书专营店,20+
基于,64.40,中国电力出版社,20+
零基础学Minecraft编程图文版+我的,109.80,蓝墨水图书专营店,0
编写高质量代码 改善,56.03,新知图书专营店,0
OpenCV算法精解:基于,50.56,五星同辉图书专营店,0
深度学习机器学习实战-,184.90,闻知图书专营店,0
Raspberry Pi编程指南·第2版 基于,40.00,人民邮电出版社65周年社庆,90+
 语言构建机器学习系统 第2版（影印版）,55.30,,100+
新书利用,90.80,五星同辉图书专营店,4
自动化平台测试开发：,51.10,电子工业出版社官方旗舰店,10+
深度学习 deep learning with ,89.80,旷氏文豪图书专营店,3
数据处理（影印版 英文版）,78.00,,1200+
OpenCV3计算机视觉,36.60,华心图书专营店,7
项目开发实战 第2版 日 BePROUD股份有限公司,59.80,南源图书专营店,2
量化交易实战入门与技巧 量化投资与,48.80,蓝墨水图书专营店,0
游戏编程入门 ,36.20,墨马图书旗舰店,10+
正版 ,28.70,大学连锁书店图书专营店,0
程序设计基础实战教程 韦玮 9787302486268 清华大学出版社,36.00,闻知图书专营店,2
数据分析基础 入门基础教程 利用,49.30,华心图书专营店,0
图解算法 使用,37.90,书虫图书专营店,0
带我起飞——入门、进阶、商业实战(,64.40,天都图书专营店,0
(正版特价),27.00,互动出版网图书专营店,0
快速编程入门 传智播客 黑马程序员 ,43.25,北京欢声雷动图书专营店,0
编程 从入门到实践 ,69.80,荣丰通达图书专营店,6
全新正版  ,64.00,京文联发专营店,0
全新正版！,53.50,京文联发专营店,0
包邮,169.60,蓝墨水图书专营店,0
新华书店正版 父与子的编程之旅：与小卡特一起学,46.90,福建新华书店旗舰店,0
深度学习入门 基于,44.20,墨马图书旗舰店,10+
程序设计案例课堂,58.70,,100+
数据分析基础教程：NumPy学习指南(第2版)R3S,35.80,书海寻梦图书专营店,9
游戏编程快速上手,48.20,人民邮电出版社65周年社庆,100+
网络爬虫从入门到实践 ,39.30,兴阅图书专营店,1
基于,44.68,五星同辉图书专营店,0
网络数据爬取及分析从入门到精通 分析篇 ,41.80,南京中译图书专营店,0
语言及其应用,56.40,华心图书专营店,0
语言程序设计基础(第2版),32.20,兴阅图书专营店,2
程序设计入门到实战,58.70,清华大学出版社,1200+
包邮 ,45.00,布克专营店,7
1d【2本套】笨办法学,103.00,煦和致远图书专营店,0
 3网络爬虫开发实战 ,71.20,五星同辉图书专营店,0
数据结构与算法：,92.65,泰州新华书店图书专营店,0
数据分析（影印版）,55.30,,70+
机器学习实战,54.40,人民邮电出版社65周年社庆,5.5万+
现货正版 ,55.30,互动创新图书专营店,2
现货,51.00,荣丰通达图书专营店,20+
高效开发实战 ,69.00,墨马图书旗舰店,3
测试之道,38.20,文轩网教育考试专营店,0
教孩子学编程 ,132.00,荣丰通达图书专营店,0
精通数据科学 从线性回归到深度学习 数据科学入门到实战教程 基于,58.40,五星同辉图书专营店,0
全栈数据工程师养成攻略（视频讲解版）,48.90,人民邮电出版社65周年社庆,200+
零基础学,43.80,润知天下图书专营店,5
【R】Selenium自动化测试 基于 ,38.85,三新文化图书专营店,1
Flask Web开发 基于,47.20,辽宁美术出版社图书专营店,0
 程序设计基础实战教程,40.10,清华大学出版社,10万+
自然语言处理实战:核心技术与算法 智能系统与技术丛书 自然语言处理教程书籍,48.00,蓝墨水图书专营店,5
与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,48.50,蓝墨水图书专营店,60+
我的,33.80,文轩网旗舰店,0
数据分析实战 【意】内利(Fabio Nelli),45.80,南源图书专营店,1
正版 ,62.30,荣丰通达图书专营店,0
正版 全2册 教孩子学编程,80.00,策马扬鞭图书专营店,0
 3数据分析与机器学习实战 龙马高新教育 著 北京大学出版社图书籍,47.50,蓝墨水图书专营店,0
机器学习 预测分析核心算法 [美] Michael Bowles   鲍尔斯,58.10,天都图书专营店,10+
绝技:运用,45.82,博远慧达图书专营店,8
包邮  ,166.50,旷氏文豪图书专营店,0
【R】,51.85,三新文化图书专营店,0
玩转Django 2.0 ,53.00,书虫图书专营店,0
数据科学指南,49.80,文轩网旗舰店,8
Selenium自动化测试之道——基于,42.80,品阅轩图书专营店,0
机器学习算法 赵志勇 9787121313196,40.02,博远慧达图书专营店,20+
教孩子学编程+趣学,130.90,润知天下图书专营店,9
机器学习 计算机与互联网 书籍|5345679,55.30,互动出版网图书专营店,50+
跟老齐学,50.56,五星同辉图书专营店,0
零基础学,43.80,墨马图书旗舰店,10+
【包邮】利用,89.00,蓝墨水图书专营店,0
计算机科学丛书：,56.90,机械工业出版社,50+
正版 ,79.00,恒久图书专营店,0
爬虫开发 从入门到实战(微课版) 谢乾坤 人民邮电出版社,34.70,书海寻梦图书专营店,0
编程从入门到实践 ,58.00,五星同辉图书专营店,2
基础实例教程 微课版 微课版,39.80,人民邮电出版社官方旗舰店,0
即学即用 张燕妮,40.80,南源图书专营店,0
包邮 从零开始学,43.90,兰兴达图书专营店,9
父与子的编程之旅 与小卡特一起学,46.00,润知天下图书专营店,20+
包邮Flask Web开发 基于,102.00,书海寻梦图书专营店,0
包邮 ,102.90,旷氏文豪图书专营店,0
爬虫开发与项目实战 计算机与互联网 书籍|5894193,55.30,互动出版网图书专营店,200+
科学计算(2版) ,88.00,旷氏文豪图书专营店,0
网络数据爬取及分析从入门到精通（分析篇）,50.10,北京航空航天大学出版社,60+
密码学编程 ,44.17,五星同辉图书专营店,0
编程导论 第2版 ,49.50,蓝墨水图书专营店,60+
语言程序设计基础(第2版)嵩天 ,30.50,华纳博文图书专营店,20+
自然语言处理,66.40,文轩网少儿专营店,0
利用,49.00,书逸天下图书专营店,0
从零开始学,48.60,书虫图书专营店,0
学习从入门到实践 ,36.00,五星同辉图书专营店,0
高手之路 第3版,44.90,人民邮电出版社65周年社庆,500+
(正版特价),36.34,互动出版网图书专营店,10+
ys ,69.00,恒久图书专营店,4
基础教程(第2版·修订版),63.20,辽宁美术出版社图书专营店,1
 Web开发实战 ,78.50,华心图书专营店,4
学习手册：第4版(涵盖,65.50,悦读时代图书专营店,0
量化投资与,24.80,蓝墨水图书专营店,0
全栈开发实践入门 ,44.85,中流砥柱图书专营店,0
3学习笔记上卷,48.10,文轩网旗舰店,8
包邮 虫术,109.80,蓝墨水图书专营店,0
数据挖掘入门与实践 数据分析算法导论基础教程书,42.10,华心图书专营店,10
语言程序设计基础(第2版),30.30,金帛三木图书专营店,9
正版 ,53.60,蚂蚁图书专营店,0
现货正版 流畅的,92.40,福州金榜图书专营店,4
程序员学,43.60,文轩网旗舰店,0
数据结构（,49.60,蓝墨水图书专营店,20+
微控制器编程从零开始 使用Micro,32.40,文轩网旗舰店,0
现货零起点,69.30,华文乐章图书专营店,3
包邮 Web API的设计与开发+Web接口开发与自动化测试:基于,84.00,兰兴达图书专营店,2
编程之美：佳实践指南,62.80,旷氏文豪图书专营店,0
地理数据处理 ,50.56,五星同辉图书专营店,2
基础教程(第2版修订版)/图灵程序设计丛书 ,56.88,博库网旗舰店,100+
高教版,27.80,大学连锁书店图书专营店,20+
编程导论 第2版 计算机编程入门 MOOC教材,44.17,五星同辉图书专营店,0
自然语言处理（影印版）,91.60,,1
笨办法 学,35.00,美妙绝伦图书专营店,2
正版 ,108.00,书海寻梦图书专营店,5
预售利用,88.00,中图天下图书专营店,0
玩转,31.36,五星同辉图书专营店,0
游戏编程入门 ,43.90,惟吾德馨图书专营店,0
正版 ,53.60,蚂蚁图书专营店,4
包邮 用,79.90,旷氏文豪图书专营店,2
编程快速上手 让繁琐工作自动化 [美] Al Sweigart  斯维加特 9,40.02,博远慧达图书专营店,20+
父与子的编程之旅 与小卡特一起学,58.89,三未先知图书专营店,3
高效开发实战——Django、Tornado、Flask、Twisted 刘长,68.80,南源图书专营店,0
Effective ,43.60,创熠文化图书专营店,1
现货 父与子的编程之旅：与小卡特一起学,58.00,经纶风图书专营店,10+
 3 5从零开始学 刘宇宙,45.30,书海寻梦图书专营店,0
人邮新书 NLTK基础教程 用NLTK和,36.50,五兄弟图书专营店,0
正版现货 ,73.90,蚂蚁图书专营店,0
编程从入门到实践 ,162.50,北京华夏学林图书专营店,10+
地理数据处理 ,55.30,兰兴达图书专营店,4
语言程序设计基础(第2版)第二版 基础教程程序设计书 ,38.20,多远图书专营店,5
机器学习实践指南,34.50,文轩网少儿专营店,3
中国高校创意创新创业教育系列丛书：,42.70,清华大学出版社,100+
和Pygame游戏开发指南+,85.30,蓝墨水图书专营店,1
数据爬取技术与实战手册+解析,83.80,蓝墨水图书专营店,0
